dulve,"delf, delft, delte, delve, dulf, dulve","oude benaming voor vaart, kanaal, gracht, sloot"
holte,"holte, kolk, sigat, zinkgat",met water gevulde uitholling in de grond
sloot,"plomp, ree, rei, sloot, slute, weidewater",smal water om of tussen weilanden dat dient voor de aan- en afvoer van water
wiek,"inwijk, krukvaart, wiek, wieke, wijk",zijkanaal van het hoofddiep in het veenkoloniale landschap
sont,"smalheid, smalte, sont","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
hals,"hals, nauw, nauwte, passage, waterkeel","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
pijp,"keel, pijp, vangpijp",smalle sloot in een eendekooi
rei,"del, kolk, rei, slat",ondiep stilstaand water
gat,"gat, groeve, kuil, put",gegraven waterkom
hank,"ank, hank, strang",buitendijks gelegen plas of doodlopende rivierarm
keen,"keen, sien, sjaan",smalle ontwateringssloot
gang,"drift, gang, stroom, stroming","de beweging van een hoeveelheid water ten opzichte van het omringende water, land of onderliggende grond"
delte,"delf, delft, delte, delve, dulf, dulve","oude benaming voor vaart, kanaal, gracht, sloot"
water,,"algemene benaming voor beek, kanaal, rivier"
dracht,"dracht, drait, drecht, drift",vrij stromend stuk water van redelijke omvang
wijerd,"molenkolk, wijer, wijerd",voorraadbassin voor water van watermolens
muiden,"mond, mude, muiden, uitmonding",plaats waar een sloot uitkomt in een ander water
zandgat,"zandgat, zandput, zandwinput",een gegraven diepte in de bodem waaruit zand gewonnen werd
cascade,"cascade, val, waterval",water dat trapsgewijs van een hoogte naar beneden stort
vangpijp,"keel, pijp, vangpijp",smalle sloot in een eendekooi
kleinsloot,,"loodrecht op de boven- en benedensloot staande doorlopende sloot, onderdeel van het bevloeiingssysteem van een vloeiweide"
stadsvest,"singel, singelgracht, stadsvest",gegraven kanaal om een stad
aardgracht,"aardgracht, laak, leek",een waterloop die de grens vormt tussen twee gebieden
zompenvaart,,"vaart die al in de 17e eeuw werd gebruikt door zogenaamde zompen, kleine vrachtzeilscheepjes"
vestinggracht,"vest, veste, vestgracht, vestinggracht",gegraven kanaal om een vesting
zanderijvaart,,vaart aangelegd om afgegraven zand te transporteren
achterslag,"achterslag, achterwater, molentocht",hoofdwatergang van een polder waar aan het eind een gemaal ligt
havenkolk,"havenkolk, havenkom, kom","verbreding van het vaarwater, dat als haven gebruikt wordt"
schiplede,"drecht, grift, kanaal, rinne, schiplede, vaart","gegraven stuk vaarwater van redelijke omvang, waarin het water kunstmatig op een bepaald niveau gehouden wordt"
goorsloot,"goorsloot, gorre, moddersloot, stinksloot","modderig, smerig stroompje"
venneke,"veengat, veenplas, veentie, ven, venneke",stilstaand waterbekken in het veen
welsloot,,sloot waarin moerasgas of warm water opborrelt
zandput,"zandgat, zandput, zandwinput",een gegraven diepte in de bodem waaruit zand gewonnen werd
leigraaf,"leidegrave, leigraaf, leigrave","gegraven watergang, belangrijk voor de afwatering van een gebied"
dijkput,"baggergat, baggerput, dijkput",door baggeren ontstane waterpoel
wieke,"inwijk, krukvaart, wiek, wieke, wijk",zijkanaal van het hoofddiep in het veenkoloniale landschap
inwijk,"inwijk, krukvaart, wiek, wieke, wijk",zijkanaal van het hoofddiep in het veenkoloniale landschap
wadi,,"rivierbedding of waterberging in een droog gebied, die alleen na regenval volstroomt"
wiel,"wervel, waterwervel, wiel, wieling, wolf, zwervelinge",wervel met snelle draaiing van water
vore,"groef, groep, ril, voor, vore",gegraven lange en smalle afvoer voor water
eng,"eng, enge, engte","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
fles,"flaas, fles, vlaas, vloos",gegraven drenkpoel in de duinen
sien,"keen, sien, sjaan",smalle ontwateringssloot
zeeg,"polderwatering, tocht, tochtsloot, trekker, vaart, zeeg, zeek",verbindingssloot tussen de poldersloten en de poldervaart
zeek,"polderwatering, tocht, tochtsloot, trekker, vaart, zeeg, zeek",verbindingssloot tussen de poldersloten en de poldervaart
fossé,"fossé, kasteelgracht, slotgracht","diepe, brede gracht die een kasteel of gebouw omringt"
weier,"keern, viskuil, weier, weijerd",aangelegde plas water waarin vissen gehouden en gekweekt worden
